instrument,0
SZ003004,1.1044407828624738
SZ002551,0.9220838830019678
SH600222,0.847638244711913
SZ002388,0.6129414842688958
SZ002838,0.5528030184539359
SZ002095,0.5104530743930554
SZ002323,0.5089763528972654
SH605398,0.4925147673804685
SZ002072,0.49217439891772974
SH603331,0.4880735587399537
SH600557,0.41327403031862847
SZ003006,0.37447769201629877
SZ000919,0.3723200153347388
SZ002254,0.3604629090457249
SZ002997,0.3591632918975416
SZ001215,0.35908314696933946
SZ002607,0.3537773475885312
SH603777,0.35164638171038
SH605088,0.3499153530123438
SH603969,0.3496902132044975
SH603998,0.3460652571238812
SZ000608,0.3453352079253486
SZ000838,0.3409401396506936
SH688533,0.33997397119582184
SZ300649,0.33701600245698027
SH600769,0.33261429095014294
SH603633,0.33211393644066906
SH688529,0.3268183876604862
SH601788,0.3230988064206224
SZ300715,0.32034233397697115
SH601699,0.31795349393853223
SZ002679,0.31658310210516344
SZ300392,0.3113067761674788
SZ002690,0.3109599463609721
SH600859,0.304411025909362
SH603180,0.3033330581749135
SZ002865,0.3026372663408062
SZ002973,0.30017164865462637
SZ002192,0.2985986720465926
SZ000815,0.293599537371617
SH603778,0.2929396169936133
SH603848,0.2921776298516199
SZ002168,0.292078447251299
SZ300769,0.29017070521723765
SZ300437,0.2901019780159696
SZ002237,0.2899473913837294
SH600162,0.289546693816175
SZ002352,0.2885967176101833
SZ300774,0.2880050958611808
SZ000697,0.2828329859591352
SZ301005,0.28276271684834836
SZ002836,0.28235658911335865
SZ000978,0.28037234242996356
SZ300837,0.27970979706557336
SZ000506,0.27907192209558596
SH600318,0.2779800076775222
SZ000935,0.2768040310612192
SZ002226,0.2764312257447234
SZ300022,0.27591225603276276
SZ003022,0.2752915605555659
SZ002897,0.2748193568085199
SZ000758,0.27468347430848
SZ300785,0.27284602186232165
SH601208,0.27240199572185914
SZ000926,0.27222351655154087
SZ001206,0.2717800142064527
SZ300295,0.27111826594269595
SH603876,0.26975221205026223
SZ002216,0.26918839133791794
SH605337,0.2680889581530995
SZ002728,0.2677771643572538
SZ300729,0.26684144546115357
SH600165,0.26544996820905126
SH600683,0.2642314341544581
SH600692,0.26295780325141666
SZ000603,0.26191765224140867
SH601127,0.2610073527841794
SH603596,0.26060014317015895
SZ002918,0.26010722340919834
SZ300776,0.25953166884772794
SH600671,0.2586683168730875
SH605133,0.25806410294022825
SZ002011,0.25529293825249477
SH688793,0.2551805631089903
SZ300159,0.2532597936006817
SH603825,0.25320698023212795
SZ002883,0.2530599221174794
SZ000878,0.25292237975763765
SH603399,0.2526149097582884
SZ000546,0.2511294007377584
SZ002014,0.2511252100318831
SH688036,0.25095291785887147
SZ002763,0.250777821677478
SZ002515,0.25053795540909635
SZ300945,0.24979399172802447
SZ300615,0.2494169454712357
SH688148,0.24861099732480707
SH601996,0.24841977237361235
SZ300953,0.24801993432390324
SZ000592,0.24772325264695705
SH603416,0.24757586185782715
SH600378,0.24723927356131928
SH600348,0.24670475448334078
SZ300757,0.246413155870697
SH603569,0.24491047626451573
SZ002564,0.24368528062363748
SH603225,0.23786491418662264
SZ301026,0.23691242625527492
SH600773,0.23655964399300047
SZ300487,0.2360218670236908
SZ300019,0.23575199977336458
SZ002293,0.23422052080754271
SH603330,0.2341055322717372
SZ300977,0.2333192516315478
SH688109,0.23247112637852024
SH688169,0.2324014418097452
SZ300428,0.23176785771281777
SZ300806,0.2313530092800838
SH600137,0.23126549025622317
SZ000971,0.23026352136927705
SH603183,0.22927339176763487
SZ300316,0.22908188666351206
SZ002895,0.2290010026031382
SZ300591,0.22759961089888417
SZ300892,0.22670703372509976
SZ000633,0.2263081376569203
SH688518,0.22610651047502073
SZ002240,0.2253860032386592
SZ002164,0.22523205227985962
SH603938,0.22519322524255825
SH600531,0.22497039051350287
SZ002335,0.2231742597998867
SH601007,0.2228859411667337
SZ300614,0.22232084483087566
SZ002812,0.2222500258138459
SZ000725,0.2220135966513745
SH600857,0.22201055239302964
SZ300612,0.22183019830669778
SH603997,0.22164070186069937
SH688678,0.22140366462257574
SH688085,0.22123647650448267
SH688278,0.22105236253933108
SZ002532,0.22050612931141753
SZ002719,0.21978707363650105
SH605208,0.21875296681454218
SH600030,0.21827836034990572
SH600106,0.21810106584812855
SZ000155,0.2174458536716189
SZ002385,0.21655312814818817
SH688133,0.2159812730285333
SH603195,0.21577946937429704
SZ002213,0.21476276800558003
SH603408,0.21468477198747674
SH600549,0.21456243644821119
SH603386,0.2141767277204078
SZ301049,0.21378787558185394
SH688718,0.21375654020644638
SZ002749,0.21326594324448858
SH688800,0.2132512678297757
